ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-29028N|refseq:NP_031884|uniprotkb:O08808	DIP-29028N|refseq:NP_031884|uniprotkb:O08808	-	-	-	-	MI:0065(isothermal titration calorimetry)|MI:0114(x-ray crystallography)|MI:0065(isothermal titration calorimetry)|MI:0065(isothermal titration calorimetry)|MI:0065(isothermal titration calorimetry)	-	pubmed:16472745|pubmed:DIP-4373S|pubmed:16472745|pubmed:DIP-4373S|pubmed:16472745|pubmed:DIP-4373S|pubmed:16472745|pubmed:DIP-4373S|pubmed:16472745|pubmed:DIP-4373S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57028E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29049N|uniprotkb:P62990	DIP-29052N|refseq:NP_031969|uniprotkb:P42567	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:16462748|pubmed:DIP-4393S	taxid:9913(Bos taurus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57056E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29061N|refseq:NP_062777|uniprotkb:P60605	DIP-29060N|refseq:NP_001135|uniprotkb:Q9UKV5	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0114(x-ray crystallography)|MI:0071(molecular sieving)|MI:0107(surface plasmon resonance)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16407162|pubmed:DIP-16982S|pubmed:16407162|pubmed:DIP-16982S|pubmed:16407162|pubmed:DIP-16982S|pubmed:19223579|pubmed:DIP-14452S|pubmed:16407162|pubmed:DIP-16982S|pubmed:19223579|pubmed:DIP-14452S|pubmed:16462746|pubmed:DIP-4395S|pubmed:19223579|pubmed:DIP-14452S|pubmed:19223579|pubmed:DIP-14452S|pubmed:19223579|pubmed:DIP-14452S|pubmed:19223579|pubmed:DIP-14452S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0914(association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-57061E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-6051N|refseq:NP_033770|uniprotkb:O08538	DIP-6047N|refseq:NP_000450|uniprotkb:Q02763	 -	-	-	-	MI:0071(molecular sieving)	-	pubmed:16732286|pubmed:DIP-4402S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57074E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29092N|refseq:NP_004243|uniprotkb:O14745	DIP-29091N|refseq:NP_033067|uniprotkb:P26043	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0114(x-ray crystallography)	-	pubmed:16615918|pubmed:DIP-4413S|pubmed:16615918|pubmed:DIP-4413S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57105E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29091N|refseq:NP_033067|uniprotkb:P26043	DIP-29093N|uniprotkb:Q15599	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0107(surface plasmon resonance)	-	pubmed:16615918|pubmed:DIP-4413S|pubmed:16615918|pubmed:DIP-4413S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57106E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29094N|refseq:NP_034624|uniprotkb:P35330	DIP-29091N|refseq:NP_033067|uniprotkb:P26043	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:16615918|pubmed:DIP-4413S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57107E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29096N|refseq:NP_034623|uniprotkb:P13597	DIP-29091N|refseq:NP_033067|uniprotkb:P26043	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:16615918|pubmed:DIP-4413S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57108E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29091N|refseq:NP_033067|uniprotkb:P26043	DIP-29097N|refseq:NP_035823|uniprotkb:P29533	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:16615918|pubmed:DIP-4413S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57109E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29095N|refseq:NP_033981|uniprotkb:P15379	DIP-29091N|refseq:NP_033067|uniprotkb:P26043	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:16615918|pubmed:DIP-4413S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57110E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29101N|uniprotkb:Q27934	DIP-29100N|uniprotkb:P61092	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0096(pull down)	-	pubmed:16615911|pubmed:DIP-4417S|pubmed:16615911|pubmed:DIP-4417S	taxid:7227(Drosophila melanogaster)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57113E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29102N|uniprotkb:Q99LI8	DIP-29102N|uniprotkb:Q99LI8	-	-	-	-	MI:0410(electron tomography)|MI:0071(molecular sieving)	-	pubmed:16615908|pubmed:DIP-4418S|pubmed:16615908|pubmed:DIP-4418S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57114E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29066N|refseq:NP_035558|uniprotkb:P60879	DIP-29102N|uniprotkb:Q99LI8	 -	-	-	-	MI:0096(pull down)	-	pubmed:16615908|pubmed:DIP-4418S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57115E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29107N|refseq:NP_061220|uniprotkb:Q5EBH1	DIP-1050N|refseq:NP_005334|uniprotkb:P01112	 -	-	-	-	MI:0065(isothermal titration calorimetry)|MI:0077(nuclear magnetic resonance)	-	pubmed:16698549|pubmed:DIP-4424S|pubmed:16698549|pubmed:DIP-4424S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57120E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29106N|uniprotkb:P62834	DIP-29107N|refseq:NP_061220|uniprotkb:Q5EBH1	 -	-	-	-	MI:0065(isothermal titration calorimetry)	-	pubmed:16698549|pubmed:DIP-4424S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57121E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6238N|refseq:NP_033478|uniprotkb:P43488	DIP-6238N|refseq:NP_033478|uniprotkb:P43488	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:16905106|pubmed:DIP-4438S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57142E	dip-quality-status:core	dip:0002(small scale)		-
DIP-3023N|refseq:NP_003317|uniprotkb:P23510	DIP-6238N|refseq:NP_033478|uniprotkb:P43488	 -	-	-	-	MI:0071(molecular sieving)|MI:0114(x-ray crystallography)	-	pubmed:16905106|pubmed:DIP-4438S|pubmed:16905106|pubmed:DIP-4438S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57143E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-5782N|refseq:NP_034690|uniprotkb:Q00560	DIP-29137N|refseq:NP_031733|uniprotkb:O35718	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0065(isothermal titration calorimetry)	-	pubmed:16905102|pubmed:DIP-4440S|pubmed:16905102|pubmed:DIP-4440S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57147E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29169N|refseq:NP_705829|uniprotkb:Q8CIX8	DIP-29169N|refseq:NP_705829|uniprotkb:Q8CIX8	-	-	-	-	MI:0410(electron tomography)	-	pubmed:17161372|pubmed:DIP-4461S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-57175E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29177N|uniprotkb:Q80YV3	DIP-29176N|refseq:NP_631973|uniprotkb:Q8R4I1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16494529|pubmed:DIP-4467S|pubmed:16494529|pubmed:DIP-4467S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-57186E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29177N|uniprotkb:Q80YV3	DIP-29180N|uniprotkb:Q9JHD2	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16494529|pubmed:DIP-4467S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57187E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29176N|refseq:NP_631973|uniprotkb:Q8R4I1	DIP-29179N|refseq:NP_848767|uniprotkb:Q8BU36	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16494529|pubmed:DIP-4467S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57188E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6	DIP-1065N|refseq:NP_033871|uniprotkb:P10417	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57189E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2	DIP-1065N|refseq:NP_033871|uniprotkb:P10417	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57190E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-328N	DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57191E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2	DIP-328N	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57192E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-232N|uniprotkb:Q07812	DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57193E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2	DIP-232N|uniprotkb:Q07812	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S|pubmed:16509771|pubmed:DIP-4468S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57194E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-232N|uniprotkb:Q07812	DIP-29181N|refseq:NP_778155	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57195E	dip-quality-status:core	dip:0002(small scale)		-
DIP-935N|refseq:NP_001179|uniprotkb:Q16611	DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57196E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2	DIP-935N|refseq:NP_001179|uniprotkb:Q16611	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57197E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29184N|uniprotkb:Q92934	DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57198E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2	DIP-29184N|uniprotkb:Q92934	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57199E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29185N|uniprotkb:O43521	DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57200E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29185N|uniprotkb:O43521	DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16509771|pubmed:DIP-4468S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57201E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29206N|refseq:NP_034240|uniprotkb:P52795	DIP-29207N|refseq:NP_034418|uniprotkb:P23242	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16968134|pubmed:DIP-4477S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57226E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29210N|refseq:NP_663379|uniprotkb:Q6B955	DIP-29209N|uniprotkb:Q3Y6S0	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17048991|pubmed:DIP-4478S|pubmed:17048991|pubmed:DIP-4478S|pubmed:17048991|pubmed:DIP-4478S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57227E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-328N	DIP-29214N|uniprotkb:O54918	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17177603|pubmed:DIP-4481S|pubmed:17177603|pubmed:DIP-4481S|pubmed:17177603|pubmed:DIP-4481S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-57230E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29217N|refseq:NP_067499|uniprotkb:Q99KQ4	DIP-29217N|refseq:NP_067499|uniprotkb:Q99KQ4	-	-	-	-	MI:0071(molecular sieving)|MI:0114(x-ray crystallography)|MI:0067(light scattering)|MI:0114(x-ray crystallography)	-	pubmed:16783377|pubmed:DIP-4486S|pubmed:16783377|pubmed:DIP-4486S|pubmed:16783377|pubmed:DIP-4486S|pubmed:16783373|pubmed:DIP-4485S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57236E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29229N|uniprotkb:P62993	DIP-29230N|refseq:NP_033257|uniprotkb:Q62245	 -	-	-	-	MI:0065(isothermal titration calorimetry)|MI:0028(cosedimentation in solution)	-	pubmed:16906159|pubmed:DIP-4491S|pubmed:16906159|pubmed:DIP-4491S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57245E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29247N|refseq:NP_081614|uniprotkb:Q91XD6	DIP-29049N|uniprotkb:P62990	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0114(x-ray crystallography)	-	pubmed:17057714|pubmed:DIP-4501S|pubmed:17057714|pubmed:DIP-4501S	taxid:10090(Mus musculus)	taxid:9913(Bos taurus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57270E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4	DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4	-	-	-	-	MI:0067(light scattering)|MI:0114(x-ray crystallography)	-	pubmed:17292833|pubmed:DIP-4517S|pubmed:17292833|pubmed:DIP-4517S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57296E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29021N|uniprotkb:P68135	DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4	 -	-	-	-	MI:0028(cosedimentation in solution)	-	pubmed:17292833|pubmed:DIP-4517S	taxid:9986(Oryctolagus cuniculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-57297E	dip-quality-status:core	dip:0002(small scale)		-
DIP-29273N|refseq:NP_058579|uniprotkb:Q9Z2X2	DIP-29274N|uniprotkb:P43686	 -	-	-	-	MI:0071(molecular sieving)|MI:0114(x-ray crystallography)|MI:0028(cosedimentation in solution)|MI:0071(molecular sieving)	-	pubmed:17292836|pubmed:DIP-4518S|pubmed:17292836|pubmed:DIP-4518S|pubmed:17292836|pubmed:DIP-4518S|pubmed:17292836|pubmed:DIP-4518S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57300E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-582N|refseq:NP_000312|uniprotkb:P06400	DIP-29273N|refseq:NP_058579|uniprotkb:Q9Z2X2	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:17292836|pubmed:DIP-4518S|pubmed:17292836|pubmed:DIP-4518S|pubmed:17292836|pubmed:DIP-4518S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-57301E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1	DIP-29277N|refseq:NP_062637|uniprotkb:O88907	 -	-	-	-	MI:0018(two hybrid)|MI:0096(pull down)|MI:0001(interaction detection method)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-57303E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29276N|refseq:NP_035795|uniprotkb:P63280	DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0018(two hybrid)|MI:0096(pull down)	-	pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-57304E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-29278N|refseq:NP_033486|uniprotkb:P63166	DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1	 -	-	-	-	MI:0001(interaction detection method)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S|pubmed:18682553|pubmed:DIP-11531S|pubmed:17187077|pubmed:DIP-4519S|pubmed:18682553|pubmed:DIP-11531S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0195(covalent binding)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-57305E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)		-
DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1	DIP-29279N|refseq:NP_032910|uniprotkb:Q60953	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-57306E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-29280N|refseq:NP_775616|uniprotkb:Q8CBD1	DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1	 -	-	-	-	MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)|MI:0018(two hybrid)	-	pubmed:17187077|pubmed:DIP-4519S|pubmed:17187077|pubmed:DIP-4519S|pubmed:18682553|pubmed:DIP-11531S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-57307E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)		-
