ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-25987N|refseq:NP_741691|uniprotkb:Q9NET4	DIP-27486N|refseq:NP_502162|uniprotkb:P90745	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40687E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26556N|refseq:NP_502965|uniprotkb:Q9NAE1	DIP-27486N|refseq:NP_502162|uniprotkb:P90745	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40688E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26795N|refseq:NP_502951|uniprotkb:O18259	DIP-27486N|refseq:NP_502162|uniprotkb:P90745	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40689E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26165N|refseq:NP_496043|uniprotkb:Q09436	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40690E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25798N|refseq:NP_508686|uniprotkb:Q18043	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40691E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24681N|uniprotkb:Q18165	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40693E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26472N|refseq:NP_501545|uniprotkb:Q18241	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40694E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	DIP-26579N|refseq:NP_501551|uniprotkb:Q18937	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40695E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25142N|refseq:NP_496795|uniprotkb:Q9XV46	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40696E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	DIP-24516N|refseq:NP_495100|uniprotkb:O01900	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40698E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26683N|refseq:NP_507906|uniprotkb:Q9U2W6	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40699E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26017N|refseq:NP_493462|uniprotkb:Q9U1W1	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40700E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	DIP-26006N|refseq:NP_505069|uniprotkb:Q23359	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40701E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26790N|refseq:NP_495159|uniprotkb:Q23422	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40702E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25303N|refseq:NP_498979	DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40703E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26408N|refseq:NP_505632|uniprotkb:Q17935	DIP-26387N|refseq:NP_493477|uniprotkb:O18302	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40704E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26714N|refseq:NP_498463|uniprotkb:Q09236	DIP-26867N|uniprotkb:Q9N4B8	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40705E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24901N|refseq:NP_506380|uniprotkb:Q9XXT5	DIP-26605N|refseq:NP_506041|uniprotkb:O01927	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40706E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26279N|refseq:NP_496290|uniprotkb:Q17958	DIP-25231N|refseq:NP_500874|uniprotkb:Q17732	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40707E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26279N|refseq:NP_496290|uniprotkb:Q17958	DIP-24577N|refseq:NP_502436|uniprotkb:Q18502	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40708E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26279N|refseq:NP_496290|uniprotkb:Q17958	DIP-25885N|refseq:NP_498186|uniprotkb:Q19275	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40709E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26279N|refseq:NP_496290|uniprotkb:Q17958	DIP-25742N|refseq:NP_505309|uniprotkb:Q22553	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40710E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26279N|refseq:NP_496290|uniprotkb:Q17958	DIP-24560N|refseq:NP_502598|uniprotkb:O62462	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40711E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26279N|refseq:NP_496290|uniprotkb:Q17958	DIP-26201N|refseq:NP_499493|uniprotkb:Q95PZ7	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40712E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26279N|refseq:NP_496290|uniprotkb:Q17958	DIP-24797N|refseq:NP_502211|uniprotkb:Q23595	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40713E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27342N|refseq:NP_494893|uniprotkb:Q21746	DIP-26807N|refseq:NP_497747|uniprotkb:Q17961	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40714E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24990N|refseq:NP_491023|uniprotkb:O01850	DIP-25456N|refseq:NP_741244|uniprotkb:P34331	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40715E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25842N|uniprotkb:Q20453	DIP-25456N|refseq:NP_741244|uniprotkb:P34331	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40716E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27260N|refseq:NP_505384	DIP-25456N|refseq:NP_741244|uniprotkb:P34331	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40718E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26765N|uniprotkb:Q09417	DIP-24597N|refseq:NP_498774|uniprotkb:P34334	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40719E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27394N|refseq:NP_509342|uniprotkb:P29355	DIP-25574N|refseq:NP_493590|uniprotkb:Q9XU98	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40720E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27342N|refseq:NP_494893|uniprotkb:Q21746	DIP-25743N|refseq:NP_509029|uniprotkb:Q18032	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40722E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24309N|refseq:NP_498396|uniprotkb:Q18036	DIP-26215N|refseq:NP_498784|uniprotkb:P34371	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40723E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26873N|refseq:NP_499291|uniprotkb:Q18516	DIP-24309N|refseq:NP_498396|uniprotkb:Q18036	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40724E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26230N|refseq:NP_501048|uniprotkb:O45078	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40725E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	DIP-24738N|refseq:NP_741124	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40727E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26405N|refseq:NP_497731|uniprotkb:P41829	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40728E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25943N|refseq:NP_500630	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40729E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25003N|refseq:NP_510128|uniprotkb:Q19735	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40730E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26172N|refseq:NP_741157	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40731E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27001N|refseq:NP_498750|uniprotkb:Q8ST15	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40732E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24648N|refseq:NP_494727|uniprotkb:Q20877	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40733E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26445N|refseq:NP_502151|uniprotkb:O45603	DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40734E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	DIP-26259N|refseq:NP_502542|uniprotkb:P61866	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40735E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	DIP-26516N|refseq:NP_501859|uniprotkb:Q21215	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40736E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25071N|refseq:NP_498392|uniprotkb:Q18033	DIP-24935N|refseq:NP_505817|uniprotkb:P10983	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40737E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25903N|uniprotkb:P81299	DIP-25602N|refseq:NP_498393|uniprotkb:P51404	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40739E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25903N|uniprotkb:P81299	DIP-26022N|refseq:NP_493209|uniprotkb:O45830	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40741E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25903N|uniprotkb:P81299	DIP-24721N|refseq:NP_503060|uniprotkb:O62513	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40742E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26842N|refseq:NP_495083|uniprotkb:Q09975	DIP-27117N|refseq:NP_508620|uniprotkb:Q18075	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40744E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27117N|refseq:NP_508620|uniprotkb:Q18075	DIP-25723N|refseq:NP_498169|uniprotkb:Q21648	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40745E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27117N|refseq:NP_508620|uniprotkb:Q18075	DIP-26293N|refseq:NP_505642|uniprotkb:O62415	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40746E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-26100N|refseq:NP_500841|uniprotkb:P91001	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40747E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-25642N|refseq:NP_492041|uniprotkb:Q17581	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40748E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-24323N|uniprotkb:O01482	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40749E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25097N|refseq:NP_492501|uniprotkb:Q93228	DIP-26162N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40751E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-24579N|refseq:NP_491223|uniprotkb:P91131	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40753E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25619N|refseq:NP_506002|uniprotkb:Q18783	DIP-26162N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40754E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24276N|refseq:NP_500591|uniprotkb:Q19884	DIP-26162N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40755E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-25881N|refseq:NP_490676|uniprotkb:O01802	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40756E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-27153N|refseq:NP_491629|uniprotkb:Q95ZL6	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40757E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24813N|refseq:NP_491444|uniprotkb:Q95Y99	DIP-26162N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40758E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-25140N|refseq:NP_498842	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40759E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25915N|refseq:NP_491980|uniprotkb:Q9TZH8	DIP-26162N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40760E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26162N	DIP-25243N|refseq:NP_493249|uniprotkb:Q9XW20	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40761E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25931N|refseq:NP_741369|uniprotkb:Q966C7	DIP-26162N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40762E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25590N|uniprotkb:P34609	DIP-26162N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40764E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24484N|refseq:NP_504464	DIP-27095N|uniprotkb:O01876	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40765E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24484N|refseq:NP_504464	DIP-25796N|refseq:NP_499341|uniprotkb:Q9XX25	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40766E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26178N|refseq:NP_491645|uniprotkb:P91306	DIP-26572N|refseq:NP_499533|uniprotkb:Q9XTZ2	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40767E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26362N|refseq:NP_501078|uniprotkb:Q23472	DIP-25856N|refseq:NP_495912|uniprotkb:Q18090	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40768E	dip-quality-status:	dip:0005(high throughput)		-
